grid_shape,sigma,learning_rate,epochs,n_clusters,cluster_counts,silhouette_score,davies_bouldin_score,calinski_harabasz_score
5x5,1.0,0.9,100,23,"{np.int64(0): np.int64(10), np.int64(1): np.int64(1), np.int64(2): np.int64(4), np.int64(3): np.int64(6), np.int64(4): np.int64(3), np.int64(5): np.int64(6), np.int64(6): np.int64(5), np.int64(7): np.int64(7), np.int64(8): np.int64(7), np.int64(9): np.int64(8), np.int64(10): np.int64(4), np.int64(11): np.int64(2), np.int64(12): np.int64(8), np.int64(13): np.int64(6), np.int64(14): np.int64(6), np.int64(15): np.int64(7), np.int64(16): np.int64(10), np.int64(18): np.int64(7), np.int64(19): np.int64(5), np.int64(20): np.int64(7), np.int64(21): np.int64(16), np.int64(22): np.int64(10), np.int64(24): np.int64(5)}",0.25407303980516377,1.0221133952575252,277.21395449515524
5x5,1.0,0.9,200,22,"{np.int64(0): np.int64(5), np.int64(1): np.int64(3), np.int64(2): np.int64(5), np.int64(3): np.int64(9), np.int64(4): np.int64(7), np.int64(5): np.int64(7), np.int64(6): np.int64(2), np.int64(7): np.int64(6), np.int64(8): np.int64(7), np.int64(9): np.int64(5), np.int64(11): np.int64(4), np.int64(12): np.int64(10), np.int64(13): np.int64(7), np.int64(14): np.int64(7), np.int64(15): np.int64(10), np.int64(16): np.int64(8), np.int64(18): np.int64(6), np.int64(19): np.int64(5), np.int64(20): np.int64(12), np.int64(21): np.int64(13), np.int64(22): np.int64(7), np.int64(24): np.int64(5)}",0.24876263319778028,1.132048148098444,275.53014569767123
5x5,1.0,0.9,300,24,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(9), np.int64(3): np.int64(5), np.int64(4): np.int64(10), np.int64(5): np.int64(7), np.int64(6): np.int64(7), np.int64(7): np.int64(7), np.int64(8): np.int64(1), np.int64(9): np.int64(8), np.int64(10): np.int64(5), np.int64(11): np.int64(3), np.int64(12): np.int64(4), np.int64(13): np.int64(3), np.int64(14): np.int64(1), np.int64(15): np.int64(6), np.int64(16): np.int64(3), np.int64(17): np.int64(1), np.int64(18): np.int64(15), np.int64(19): np.int64(10), np.int64(20): np.int64(9), np.int64(22): np.int64(7), np.int64(23): np.int64(7), np.int64(24): np.int64(10)}",0.23654843794025812,1.007290448803703,256.62193178211726
5x5,1.0,0.9,500,23,"{np.int64(0): np.int64(7), np.int64(1): np.int64(9), np.int64(2): np.int64(5), np.int64(3): np.int64(6), np.int64(4): np.int64(9), np.int64(5): np.int64(5), np.int64(6): np.int64(7), np.int64(7): np.int64(3), np.int64(8): np.int64(3), np.int64(10): np.int64(7), np.int64(11): np.int64(7), np.int64(12): np.int64(4), np.int64(14): np.int64(7), np.int64(15): np.int64(5), np.int64(16): np.int64(10), np.int64(17): np.int64(3), np.int64(18): np.int64(14), np.int64(19): np.int64(15), np.int64(20): np.int64(1), np.int64(21): np.int64(8), np.int64(22): np.int64(1), np.int64(23): np.int64(5), np.int64(24): np.int64(9)}",0.23714221473970354,1.07632837770941,259.7052253221143
5x5,1.0,1.0,50,22,"{np.int64(0): np.int64(5), np.int64(2): np.int64(7), np.int64(3): np.int64(7), np.int64(4): np.int64(11), np.int64(5): np.int64(5), np.int64(6): np.int64(6), np.int64(8): np.int64(8), np.int64(9): np.int64(17), np.int64(10): np.int64(9), np.int64(11): np.int64(6), np.int64(12): np.int64(5), np.int64(13): np.int64(5), np.int64(15): np.int64(5), np.int64(16): np.int64(7), np.int64(17): np.int64(4), np.int64(18): np.int64(5), np.int64(19): np.int64(4), np.int64(20): np.int64(7), np.int64(21): np.int64(7), np.int64(22): np.int64(6), np.int64(23): np.int64(10), np.int64(24): np.int64(4)}",0.2572126083436677,1.0874227713466256,275.49627726477553
5x5,1.0,1.0,100,22,"{np.int64(0): np.int64(5), np.int64(1): np.int64(4), np.int64(2): np.int64(10), np.int64(3): np.int64(1), np.int64(4): np.int64(8), np.int64(5): np.int64(11), np.int64(7): np.int64(5), np.int64(8): np.int64(3), np.int64(9): np.int64(6), np.int64(10): np.int64(10), np.int64(11): np.int64(14), np.int64(12): np.int64(8), np.int64(13): np.int64(8), np.int64(14): np.int64(7), np.int64(15): np.int64(6), np.int64(17): np.int64(7), np.int64(18): np.int64(7), np.int64(19): np.int64(9), np.int64(20): np.int64(4), np.int64(22): np.int64(5), np.int64(23): np.int64(5), np.int64(24): np.int64(7)}",0.2540824736016466,1.093564072767897,279.5722544479625
5x5,1.0,1.0,200,23,"{np.int64(0): np.int64(4), np.int64(1): np.int64(8), np.int64(2): np.int64(13), np.int64(3): np.int64(6), np.int64(4): np.int64(4), np.int64(6): np.int64(2), np.int64(8): np.int64(5), np.int64(9): np.int64(10), np.int64(10): np.int64(5), np.int64(11): np.int64(8), np.int64(12): np.int64(10), np.int64(13): np.int64(10), np.int64(14): np.int64(4), np.int64(15): np.int64(6), np.int64(16): np.int64(10), np.int64(17): np.int64(6), np.int64(18): np.int64(4), np.int64(19): np.int64(3), np.int64(20): np.int64(7), np.int64(21): np.int64(12), np.int64(22): np.int64(5), np.int64(23): np.int64(2), np.int64(24): np.int64(6)}",0.2530522253663444,1.0508495308345491,258.95476429136585
5x5,1.0,1.0,300,22,"{np.int64(0): np.int64(16), np.int64(1): np.int64(10), np.int64(3): np.int64(8), np.int64(4): np.int64(8), np.int64(5): np.int64(7), np.int64(6): np.int64(10), np.int64(7): np.int64(4), np.int64(8): np.int64(1), np.int64(9): np.int64(3), np.int64(10): np.int64(7), np.int64(12): np.int64(4), np.int64(13): np.int64(5), np.int64(14): np.int64(8), np.int64(16): np.int64(4), np.int64(17): np.int64(5), np.int64(18): np.int64(7), np.int64(19): np.int64(7), np.int64(20): np.int64(9), np.int64(21): np.int64(6), np.int64(22): np.int64(9), np.int64(23): np.int64(5), np.int64(24): np.int64(7)}",0.25023122788152574,1.0528908197525304,277.406505196896
5x5,1.0,1.0,500,23,"{np.int64(0): np.int64(7), np.int64(1): np.int64(9), np.int64(2): np.int64(6), np.int64(3): np.int64(2), np.int64(4): np.int64(5), np.int64(5): np.int64(5), np.int64(6): np.int64(7), np.int64(7): np.int64(3), np.int64(8): np.int64(1), np.int64(9): np.int64(8), np.int64(10): np.int64(7), np.int64(11): np.int64(7), np.int64(12): np.int64(10), np.int64(13): np.int64(3), np.int64(14): np.int64(1), np.int64(15): np.int64(7), np.int64(16): np.int64(7), np.int64(18): np.int64(8), np.int64(19): np.int64(17), np.int64(20): np.int64(5), np.int64(22): np.int64(7), np.int64(23): np.int64(7), np.int64(24): np.int64(11)}",0.24837940259168004,1.0446041018286112,262.3209898690778
5x5,1.5,0.01,50,20,"{np.int64(2): np.int64(8), np.int64(3): np.int64(5), np.int64(4): np.int64(14), np.int64(5): np.int64(5), np.int64(7): np.int64(6), np.int64(8): np.int64(4), np.int64(9): np.int64(13), np.int64(10): np.int64(12), np.int64(12): np.int64(8), np.int64(13): np.int64(6), np.int64(14): np.int64(13), np.int64(15): np.int64(14), np.int64(16): np.int64(2), np.int64(17): np.int64(2), np.int64(18): np.int64(3), np.int64(19): np.int64(3), np.int64(20): np.int64(17), np.int64(22): np.int64(4), np.int64(23): np.int64(8), np.int64(24): np.int64(3)}",0.16368422814842865,1.3020681407576853,212.76244397618353
5x5,1.5,0.01,100,22,"{np.int64(0): np.int64(18), np.int64(1): np.int64(2), np.int64(2): np.int64(4), np.int64(3): np.int64(10), np.int64(4): np.int64(4), np.int64(5): np.int64(13), np.int64(6): np.int64(1), np.int64(7): np.int64(2), np.int64(8): np.int64(3), np.int64(9): np.int64(5), np.int64(10): np.int64(16), np.int64(12): np.int64(7), np.int64(13): np.int64(6), np.int64(14): np.int64(9), np.int64(17): np.int64(4), np.int64(18): np.int64(7), np.int64(19): np.int64(8), np.int64(20): np.int64(1), np.int64(21): np.int64(8), np.int64(22): np.int64(2), np.int64(23): np.int64(8), np.int64(24): np.int64(12)}",0.13749763096737544,1.1981197238857915,205.9649919990762
5x5,1.5,0.01,200,21,"{np.int64(0): np.int64(4), np.int64(1): np.int64(4), np.int64(2): np.int64(6), np.int64(3): np.int64(10), np.int64(4): np.int64(10), np.int64(5): np.int64(6), np.int64(6): np.int64(3), np.int64(7): np.int64(9), np.int64(8): np.int64(8), np.int64(9): np.int64(6), np.int64(10): np.int64(6), np.int64(11): np.int64(9), np.int64(12): np.int64(7), np.int64(13): np.int64(1), np.int64(14): np.int64(5), np.int64(15): np.int64(1), np.int64(19): np.int64(6), np.int64(20): np.int64(19), np.int64(21): np.int64(16), np.int64(22): np.int64(10), np.int64(23): np.int64(4)}",0.16989224626931776,1.3658735470722376,212.73767350937018
5x5,1.5,0.01,300,23,"{np.int64(0): np.int64(3), np.int64(1): np.int64(2), np.int64(2): np.int64(10), np.int64(3): np.int64(3), np.int64(4): np.int64(8), np.int64(5): np.int64(7), np.int64(6): np.int64(8), np.int64(7): np.int64(5), np.int64(8): np.int64(6), np.int64(9): np.int64(5), np.int64(10): np.int64(4), np.int64(11): np.int64(6), np.int64(12): np.int64(6), np.int64(13): np.int64(4), np.int64(14): np.int64(9), np.int64(15): np.int64(3), np.int64(16): np.int64(3), np.int64(18): np.int64(7), np.int64(19): np.int64(2), np.int64(20): np.int64(17), np.int64(21): np.int64(15), np.int64(22): np.int64(12), np.int64(24): np.int64(5)}",0.1785128223276327,1.324291508808602,223.18908067006578
5x5,1.5,0.01,500,20,"{np.int64(0): np.int64(19), np.int64(2): np.int64(5), np.int64(3): np.int64(7), np.int64(4): np.int64(5), np.int64(5): np.int64(15), np.int64(7): np.int64(10), np.int64(8): np.int64(2), np.int64(9): np.int64(6), np.int64(10): np.int64(11), np.int64(12): np.int64(7), np.int64(13): np.int64(9), np.int64(14): np.int64(4), np.int64(15): np.int64(5), np.int64(17): np.int64(1), np.int64(18): np.int64(10), np.int64(19): np.int64(8), np.int64(21): np.int64(6), np.int64(22): np.int64(5), np.int64(23): np.int64(6), np.int64(24): np.int64(9)}",0.20913096913016851,1.1430618008290507,248.31563028298342
5x5,1.5,0.1,50,22,"{np.int64(0): np.int64(7), np.int64(2): np.int64(12), np.int64(3): np.int64(14), np.int64(4): np.int64(10), np.int64(5): np.int64(5), np.int64(8): np.int64(6), np.int64(9): np.int64(8), np.int64(10): np.int64(6), np.int64(11): np.int64(5), np.int64(12): np.int64(7), np.int64(13): np.int64(2), np.int64(14): np.int64(4), np.int64(15): np.int64(9), np.int64(16): np.int64(3), np.int64(17): np.int64(6), np.int64(18): np.int64(4), np.int64(19): np.int64(6), np.int64(20): np.int64(10), np.int64(21): np.int64(7), np.int64(22): np.int64(7), np.int64(23): np.int64(6), np.int64(24): np.int64(6)}",0.24467380661443286,1.1051193095639955,246.09039145846222
5x5,1.5,0.1,100,23,"{np.int64(0): np.int64(6), np.int64(1): np.int64(6), np.int64(2): np.int64(7), np.int64(3): np.int64(7), np.int64(4): np.int64(10), np.int64(5): np.int64(6), np.int64(6): np.int64(6), np.int64(7): np.int64(10), np.int64(8): np.int64(3), np.int64(9): np.int64(9), np.int64(10): np.int64(4), np.int64(11): np.int64(2), np.int64(12): np.int64(5), np.int64(13): np.int64(2), np.int64(14): np.int64(5), np.int64(15): np.int64(8), np.int64(16): np.int64(5), np.int64(17): np.int64(1), np.int64(19): np.int64(5), np.int64(20): np.int64(10), np.int64(21): np.int64(14), np.int64(22): np.int64(12), np.int64(24): np.int64(7)}",0.22072811544347032,1.077789420957806,229.3880676965411
5x5,1.5,0.1,200,22,"{np.int64(0): np.int64(5), np.int64(1): np.int64(2), np.int64(2): np.int64(7), np.int64(3): np.int64(7), np.int64(4): np.int64(10), np.int64(5): np.int64(6), np.int64(6): np.int64(10), np.int64(7): np.int64(10), np.int64(8): np.int64(3), np.int64(9): np.int64(9), np.int64(10): np.int64(4), np.int64(11): np.int64(2), np.int64(12): np.int64(7), np.int64(13): np.int64(2), np.int64(14): np.int64(4), np.int64(15): np.int64(10), np.int64(16): np.int64(7), np.int64(19): np.int64(5), np.int64(20): np.int64(10), np.int64(21): np.int64(11), np.int64(22): np.int64(12), np.int64(24): np.int64(7)}",0.23668033854961076,1.0460926262113783,246.29318944958766
5x5,1.5,0.1,300,23,"{np.int64(0): np.int64(5), np.int64(1): np.int64(6), np.int64(2): np.int64(4), np.int64(3): np.int64(10), np.int64(4): np.int64(10), np.int64(5): np.int64(2), np.int64(6): np.int64(10), np.int64(7): np.int64(2), np.int64(8): np.int64(7), np.int64(9): np.int64(11), np.int64(10): np.int64(7), np.int64(11): np.int64(10), np.int64(12): np.int64(6), np.int64(14): np.int64(12), np.int64(15): np.int64(7), np.int64(16): np.int64(3), np.int64(17): np.int64(2), np.int64(18): np.int64(2), np.int64(20): np.int64(10), np.int64(21): np.int64(9), np.int64(22): np.int64(4), np.int64(23): np.int64(5), np.int64(24): np.int64(6)}",0.22782581815497271,1.0372388063961728,235.774248936187
5x5,1.5,0.1,500,23,"{np.int64(0): np.int64(6), np.int64(1): np.int64(5), np.int64(2): np.int64(4), np.int64(3): np.int64(9), np.int64(4): np.int64(10), np.int64(6): np.int64(2), np.int64(7): np.int64(2), np.int64(8): np.int64(3), np.int64(9): np.int64(7), np.int64(10): np.int64(12), np.int64(12): np.int64(6), np.int64(13): np.int64(10), np.int64(14): np.int64(7), np.int64(15): np.int64(11), np.int64(16): np.int64(7), np.int64(17): np.int64(2), np.int64(18): np.int64(10), np.int64(19): np.int64(2), np.int64(20): np.int64(10), np.int64(21): np.int64(10), np.int64(22): np.int64(4), np.int64(23): np.int64(6), np.int64(24): np.int64(5)}",0.22782581815497271,1.0372388063961728,235.774248936187
5x5,1.5,0.5,50,23,"{np.int64(0): np.int64(18), np.int64(1): np.int64(19), np.int64(3): np.int64(4), np.int64(4): np.int64(3), np.int64(5): np.int64(7), np.int64(6): np.int64(6), np.int64(7): np.int64(2), np.int64(8): np.int64(9), np.int64(9): np.int64(9), np.int64(11): np.int64(1), np.int64(12): np.int64(9), np.int64(13): np.int64(8), np.int64(14): np.int64(9), np.int64(15): np.int64(7), np.int64(16): np.int64(5), np.int64(17): np.int64(3), np.int64(18): np.int64(6), np.int64(19): np.int64(1), np.int64(20): np.int64(2), np.int64(21): np.int64(5), np.int64(22): np.int64(6), np.int64(23): np.int64(7), np.int64(24): np.int64(4)}",0.2226199127821862,1.0641118485674108,247.79829566815985
5x5,1.5,0.5,100,23,"{np.int64(0): np.int64(5), np.int64(1): np.int64(7), np.int64(2): np.int64(6), np.int64(3): np.int64(6), np.int64(4): np.int64(5), np.int64(5): np.int64(4), np.int64(6): np.int64(8), np.int64(7): np.int64(4), np.int64(8): np.int64(5), np.int64(9): np.int64(4), np.int64(11): np.int64(3), np.int64(12): np.int64(9), np.int64(13): np.int64(6), np.int64(14): np.int64(9), np.int64(15): np.int64(7), np.int64(16): np.int64(5), np.int64(18): np.int64(7), np.int64(19): np.int64(3), np.int64(20): np.int64(13), np.int64(21): np.int64(9), np.int64(22): np.int64(16), np.int64(23): np.int64(4), np.int64(24): np.int64(5)}",0.24883444007469355,1.0706538591209889,266.2827453114299
5x5,1.5,0.5,200,22,"{np.int64(0): np.int64(7), np.int64(2): np.int64(16), np.int64(3): np.int64(9), np.int64(4): np.int64(13), np.int64(5): np.int64(5), np.int64(6): np.int64(4), np.int64(8): np.int64(5), np.int64(9): np.int64(7), np.int64(10): np.int64(5), np.int64(11): np.int64(1), np.int64(12): np.int64(10), np.int64(13): np.int64(1), np.int64(15): np.int64(5), np.int64(16): np.int64(8), np.int64(17): np.int64(6), np.int64(18): np.int64(7), np.int64(19): np.int64(7), np.int64(20): np.int64(7), np.int64(21): np.int64(9), np.int64(22): np.int64(7), np.int64(23): np.int64(6), np.int64(24): np.int64(5)}",0.24307313421188673,1.0360453334486894,271.47187344507233
5x5,1.5,0.5,300,22,"{np.int64(0): np.int64(5), np.int64(1): np.int64(4), np.int64(2): np.int64(10), np.int64(3): np.int64(4), np.int64(4): np.int64(4), np.int64(5): np.int64(5), np.int64(6): np.int64(5), np.int64(7): np.int64(7), np.int64(8): np.int64(9), np.int64(10): np.int64(7), np.int64(11): np.int64(3), np.int64(12): np.int64(8), np.int64(14): np.int64(16), np.int64(15): np.int64(8), np.int64(16): np.int64(6), np.int64(17): np.int64(3), np.int64(18): np.int64(5), np.int64(19): np.int64(9), np.int64(20): np.int64(7), np.int64(21): np.int64(5), np.int64(23): np.int64(7), np.int64(24): np.int64(13)}",0.247092757743308,1.1068449829405291,269.70540530136793
5x5,1.5,0.5,500,23,"{np.int64(0): np.int64(4), np.int64(1): np.int64(3), np.int64(2): np.int64(5), np.int64(3): np.int64(5), np.int64(4): np.int64(7), np.int64(5): np.int64(6), np.int64(6): np.int64(3), np.int64(7): np.int64(6), np.int64(8): np.int64(7), np.int64(9): np.int64(9), np.int64(10): np.int64(4), np.int64(11): np.int64(2), np.int64(12): np.int64(7), np.int64(13): np.int64(6), np.int64(14): np.int64(7), np.int64(15): np.int64(10), np.int64(16): np.int64(6), np.int64(18): np.int64(6), np.int64(19): np.int64(4), np.int64(20): np.int64(7), np.int64(21): np.int64(11), np.int64(22): np.int64(16), np.int64(24): np.int64(9)}",0.2373003690000878,1.1063344099126737,255.16409170938
5x5,1.5,0.9,50,23,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(7), np.int64(3): np.int64(5), np.int64(4): np.int64(7), np.int64(5): np.int64(9), np.int64(6): np.int64(7), np.int64(7): np.int64(6), np.int64(8): np.int64(7), np.int64(10): np.int64(6), np.int64(11): np.int64(3), np.int64(12): np.int64(3), np.int64(14): np.int64(7), np.int64(15): np.int64(3), np.int64(16): np.int64(2), np.int64(17): np.int64(3), np.int64(18): np.int64(5), np.int64(19): np.int64(13), np.int64(20): np.int64(11), np.int64(21): np.int64(8), np.int64(22): np.int64(1), np.int64(23): np.int64(16), np.int64(24): np.int64(9)}",0.23897775501231844,1.0582959996749253,259.9305559564129
5x5,1.5,0.9,100,23,"{np.int64(0): np.int64(7), np.int64(1): np.int64(6), np.int64(2): np.int64(3), np.int64(3): np.int64(6), np.int64(4): np.int64(3), np.int64(5): np.int64(8), np.int64(6): np.int64(6), np.int64(7): np.int64(7), np.int64(8): np.int64(4), np.int64(10): np.int64(7), np.int64(11): np.int64(6), np.int64(12): np.int64(7), np.int64(14): np.int64(10), np.int64(15): np.int64(4), np.int64(16): np.int64(5), np.int64(17): np.int64(6), np.int64(18): np.int64(2), np.int64(19): np.int64(20), np.int64(20): np.int64(4), np.int64(21): np.int64(7), np.int64(22): np.int64(4), np.int64(23): np.int64(11), np.int64(24): np.int64(7)}",0.2404366983876208,1.1279356691562288,253.52253981540238
5x5,1.5,0.9,200,24,"{np.int64(0): np.int64(7), np.int64(1): np.int64(9), np.int64(2): np.int64(5), np.int64(3): np.int64(6), np.int64(4): np.int64(4), np.int64(5): np.int64(5), np.int64(6): np.int64(7), np.int64(7): np.int64(5), np.int64(8): np.int64(2), np.int64(9): np.int64(8), np.int64(10): np.int64(7), np.int64(11): np.int64(5), np.int64(12): np.int64(10), np.int64(13): np.int64(3), np.int64(14): np.int64(1), np.int64(15): np.int64(3), np.int64(16): np.int64(5), np.int64(18): np.int64(5), np.int64(19): np.int64(16), np.int64(20): np.int64(6), np.int64(21): np.int64(2), np.int64(22): np.int64(7), np.int64(23): np.int64(13), np.int64(24): np.int64(9)}",0.24231321736591085,1.0409180069370552,254.07581339964665
5x5,1.5,0.9,300,23,"{np.int64(0): np.int64(6), np.int64(1): np.int64(5), np.int64(2): np.int64(4), np.int64(3): np.int64(2), np.int64(4): np.int64(5), np.int64(5): np.int64(4), np.int64(6): np.int64(9), np.int64(7): np.int64(9), np.int64(8): np.int64(5), np.int64(9): np.int64(6), np.int64(10): np.int64(5), np.int64(12): np.int64(10), np.int64(13): np.int64(4), np.int64(14): np.int64(8), np.int64(15): np.int64(16), np.int64(16): np.int64(5), np.int64(17): np.int64(2), np.int64(18): np.int64(7), np.int64(19): np.int64(6), np.int64(20): np.int64(17), np.int64(21): np.int64(7), np.int64(23): np.int64(2), np.int64(24): np.int64(6)}",0.2605135476718338,1.0845674311893947,265.17085827095514
5x5,1.5,0.9,500,23,"{np.int64(0): np.int64(17), np.int64(1): np.int64(7), np.int64(3): np.int64(2), np.int64(4): np.int64(6), np.int64(5): np.int64(16), np.int64(6): np.int64(5), np.int64(7): np.int64(2), np.int64(8): np.int64(8), np.int64(9): np.int64(7), np.int64(10): np.int64(5), np.int64(12): np.int64(6), np.int64(13): np.int64(3), np.int64(14): np.int64(7), np.int64(15): np.int64(4), np.int64(16): np.int64(9), np.int64(17): np.int64(10), np.int64(18): np.int64(4), np.int64(19): np.int64(3), np.int64(20): np.int64(6), np.int64(21): np.int64(5), np.int64(22): np.int64(7), np.int64(23): np.int64(5), np.int64(24): np.int64(6)}",0.2596809310221868,1.0416078604388546,271.25108116421694
5x5,1.5,1.0,50,23,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(4), np.int64(3): np.int64(6), np.int64(4): np.int64(5), np.int64(5): np.int64(11), np.int64(6): np.int64(9), np.int64(7): np.int64(4), np.int64(8): np.int64(7), np.int64(9): np.int64(6), np.int64(10): np.int64(5), np.int64(11): np.int64(3), np.int64(12): np.int64(8), np.int64(13): np.int64(2), np.int64(15): np.int64(3), np.int64(16): np.int64(5), np.int64(18): np.int64(5), np.int64(19): np.int64(7), np.int64(20): np.int64(6), np.int64(21): np.int64(4), np.int64(22): np.int64(5), np.int64(23): np.int64(16), np.int64(24): np.int64(17)}",0.2669471236358339,1.0565459810380278,268.81994080940524
5x5,1.5,1.0,100,23,"{np.int64(0): np.int64(6), np.int64(1): np.int64(5), np.int64(2): np.int64(5), np.int64(3): np.int64(5), np.int64(4): np.int64(7), np.int64(5): np.int64(1), np.int64(6): np.int64(3), np.int64(7): np.int64(1), np.int64(8): np.int64(8), np.int64(9): np.int64(9), np.int64(10): np.int64(5), np.int64(12): np.int64(10), np.int64(13): np.int64(6), np.int64(14): np.int64(7), np.int64(15): np.int64(16), np.int64(16): np.int64(8), np.int64(17): np.int64(2), np.int64(18): np.int64(7), np.int64(19): np.int64(6), np.int64(20): np.int64(14), np.int64(21): np.int64(7), np.int64(23): np.int64(7), np.int64(24): np.int64(5)}",0.24940086016074967,1.0402300830478257,266.1727597117639
5x5,1.5,1.0,200,23,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(3), np.int64(3): np.int64(5), np.int64(4): np.int64(6), np.int64(5): np.int64(9), np.int64(6): np.int64(8), np.int64(7): np.int64(3), np.int64(8): np.int64(3), np.int64(9): np.int64(1), np.int64(10): np.int64(7), np.int64(11): np.int64(6), np.int64(12): np.int64(8), np.int64(14): np.int64(5), np.int64(15): np.int64(4), np.int64(16): np.int64(9), np.int64(17): np.int64(2), np.int64(18): np.int64(17), np.int64(19): np.int64(16), np.int64(20): np.int64(5), np.int64(21): np.int64(9), np.int64(23): np.int64(7), np.int64(24): np.int64(5)}",0.2640588562443883,1.019074193794201,266.1004727809949
5x5,1.5,1.0,300,22,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(4), np.int64(3): np.int64(3), np.int64(4): np.int64(7), np.int64(5): np.int64(9), np.int64(6): np.int64(5), np.int64(7): np.int64(8), np.int64(8): np.int64(10), np.int64(9): np.int64(4), np.int64(10): np.int64(7), np.int64(11): np.int64(3), np.int64(12): np.int64(6), np.int64(14): np.int64(5), np.int64(15): np.int64(5), np.int64(16): np.int64(7), np.int64(18): np.int64(15), np.int64(19): np.int64(9), np.int64(20): np.int64(7), np.int64(21): np.int64(3), np.int64(23): np.int64(7), np.int64(24): np.int64(14)}",0.23050610773089933,1.1114329882025642,270.5778079498226
5x5,1.5,1.0,500,23,"{np.int64(0): np.int64(9), np.int64(1): np.int64(13), np.int64(2): np.int64(7), np.int64(4): np.int64(8), np.int64(5): np.int64(16), np.int64(6): np.int64(5), np.int64(8): np.int64(6), np.int64(9): np.int64(6), np.int64(10): np.int64(1), np.int64(11): np.int64(3), np.int64(12): np.int64(8), np.int64(13): np.int64(3), np.int64(14): np.int64(7), np.int64(15): np.int64(8), np.int64(16): np.int64(5), np.int64(17): np.int64(7), np.int64(18): np.int64(5), np.int64(19): np.int64(5), np.int64(20): np.int64(8), np.int64(21): np.int64(3), np.int64(22): np.int64(6), np.int64(23): np.int64(5), np.int64(24): np.int64(6)}",0.23252267213685385,1.0722958021982563,261.7540929796366
5x5,2.0,0.01,50,19,"{np.int64(0): np.int64(15), np.int64(1): np.int64(5), np.int64(2): np.int64(5), np.int64(5): np.int64(12), np.int64(6): np.int64(3), np.int64(7): np.int64(9), np.int64(9): np.int64(1), np.int64(10): np.int64(11), np.int64(11): np.int64(6), np.int64(12): np.int64(5), np.int64(14): np.int64(15), np.int64(15): np.int64(5), np.int64(16): np.int64(3), np.int64(17): np.int64(2), np.int64(19): np.int64(15), np.int64(20): np.int64(4), np.int64(21): np.int64(10), np.int64(22): np.int64(5), np.int64(24): np.int64(19)}",0.1398142036321694,1.2641644162786754,209.3899050328094
5x5,2.0,0.01,100,22,"{np.int64(0): np.int64(4), np.int64(1): np.int64(10), np.int64(2): np.int64(4), np.int64(3): np.int64(3), np.int64(4): np.int64(19), np.int64(5): np.int64(6), np.int64(6): np.int64(3), np.int64(7): np.int64(2), np.int64(9): np.int64(16), np.int64(10): np.int64(9), np.int64(11): np.int64(6), np.int64(12): np.int64(7), np.int64(14): np.int64(12), np.int64(15): np.int64(7), np.int64(16): np.int64(7), np.int64(17): np.int64(1), np.int64(18): np.int64(2), np.int64(20): np.int64(12), np.int64(21): np.int64(7), np.int64(22): np.int64(3), np.int64(23): np.int64(6), np.int64(24): np.int64(4)}",0.15398767263516652,1.2862356401898056,204.54992688128016
5x5,2.0,0.01,200,22,"{np.int64(0): np.int64(18), np.int64(1): np.int64(2), np.int64(2): np.int64(4), np.int64(3): np.int64(10), np.int64(4): np.int64(4), np.int64(5): np.int64(13), np.int64(6): np.int64(1), np.int64(7): np.int64(2), np.int64(8): np.int64(3), np.int64(9): np.int64(6), np.int64(10): np.int64(16), np.int64(12): np.int64(8), np.int64(13): np.int64(6), np.int64(14): np.int64(10), np.int64(17): np.int64(1), np.int64(18): np.int64(7), np.int64(19): np.int64(7), np.int64(20): np.int64(2), np.int64(21): np.int64(8), np.int64(22): np.int64(2), np.int64(23): np.int64(8), np.int64(24): np.int64(12)}",0.14047438920323074,1.1654093126255445,204.20155386046622
5x5,2.0,0.01,300,23,"{np.int64(0): np.int64(14), np.int64(1): np.int64(20), np.int64(3): np.int64(8), np.int64(4): np.int64(2), np.int64(5): np.int64(11), np.int64(6): np.int64(5), np.int64(8): np.int64(3), np.int64(9): np.int64(9), np.int64(10): np.int64(3), np.int64(11): np.int64(2), np.int64(12): np.int64(8), np.int64(13): np.int64(3), np.int64(14): np.int64(9), np.int64(15): np.int64(4), np.int64(16): np.int64(8), np.int64(17): np.int64(4), np.int64(18): np.int64(6), np.int64(19): np.int64(8), np.int64(20): np.int64(4), np.int64(21): np.int64(6), np.int64(22): np.int64(2), np.int64(23): np.int64(8), np.int64(24): np.int64(3)}",0.14305442314569725,1.3474429336753775,202.7916043509332
